Workload,FileSystem,BlockSize,InodeSize,BlockGroup,AtimeOption,JournalOption,SpecialOption,IOScheduler,Device,Throughput
File,ext3,2048,128,4,none,ordered,none,deadline,sata,484.67
File,ext3,2048,256,4,noatime,ordered,none,cfq,sata,485.0
File,ext3,2048,1024,none,none,journal,none,cfq,500sas,485.0
File,ext3,2048,none,none,noatime,none,none,deadline,sata,485.33
File,ext3,1024,256,none,none,journal,none,deadline,500sas,485.33
File,ext3,4096,128,16,noatime,ordered,none,noop,sata,485.33
File,ext3,2048,1024,none,none,none,none,cfq,sata,485.5
File,ext3,4096,128,16,noatime,none,none,deadline,sata,486.0
File,ext3,1024,512,4,noatime,none,none,deadline,500sas,486.0
File,ext3,1024,256,none,none,none,none,noop,sata,486.33
File,ext3,2048,128,16,none,ordered,none,cfq,sata,486.33
File,ext3,1024,128,none,noatime,journal,none,cfq,500sas,486.5
File,ext3,4096,4096,2,noatime,journal,none,noop,500sas,486.67
File,ext3,1024,128,2,none,ordered,none,cfq,500sas,486.75
File,ext3,1024,128,4,noatime,ordered,none,deadline,500sas,486.75
File,ext3,1024,128,4,none,none,none,deadline,500sas,487.0
File,ext3,4096,2048,32,noatime,none,none,cfq,sata,487.0
File,ext3,1024,256,none,none,journal,none,noop,500sas,487.0
File,ext3,1024,128,4,noatime,none,none,noop,500sas,487.25
File,ext3,1024,none,8,noatime,ordered,none,noop,sata,487.25
File,ext3,1024,256,2,noatime,none,none,deadline,500sas,487.33
File,ext3,2048,1024,16,noatime,journal,none,cfq,500sas,487.33
File,ext3,2048,2048,none,noatime,journal,none,noop,500sas,487.67
File,ext3,1024,1024,none,noatime,ordered,none,noop,500sas,487.67
File,ext3,4096,1024,16,none,none,none,noop,sata,487.67
File,ext3,2048,2048,none,none,none,none,deadline,sata,488.33
File,ext3,2048,128,none,noatime,ordered,none,cfq,sata,488.33
File,ext3,2048,256,none,none,none,none,cfq,sata,488.33
File,ext3,1024,none,8,noatime,journal,none,noop,500sas,488.5
File,ext3,1024,256,4,none,ordered,none,deadline,500sas,488.67
File,ext3,2048,1024,16,noatime,journal,none,deadline,500sas,489.0
File,ext3,1024,none,none,none,journal,none,deadline,500sas,489.0
File,ext2,2048,512,2,none,none,none,deadline,sata,489.0
File,ext3,2048,none,4,noatime,none,none,deadline,sata,489.25
File,ext3,1024,none,8,none,journal,none,noop,500sas,489.5
File,ext3,1024,128,2,none,none,none,cfq,500sas,489.5
File,ext3,2048,none,4,noatime,none,none,cfq,sata,489.67
File,ext3,1024,128,2,noatime,none,none,cfq,500sas,490.0
File,ext3,4096,256,32,noatime,ordered,none,cfq,sata,490.0
File,ext3,2048,128,none,none,none,none,deadline,sata,490.0
File,ext3,2048,128,4,none,none,none,deadline,sata,490.25
File,ext3,1024,none,8,none,none,none,deadline,sata,490.56
File,ext3,2048,2048,2,none,writeback,none,deadline,sata,490.67
File,ext3,4096,256,32,noatime,none,none,cfq,sata,491.0
File,ext3,4096,256,32,none,ordered,none,cfq,sata,491.0
File,ext3,1024,none,2,noatime,ordered,none,cfq,500sas,491.0
File,ext3,4096,512,32,noatime,none,none,cfq,sata,491.0
File,ext3,4096,none,32,noatime,none,none,cfq,sata,491.0
File,ext3,2048,128,2,none,journal,none,noop,500sas,491.33
File,ext3,1024,256,none,noatime,none,none,deadline,sata,491.5
File,ext3,2048,512,2,none,writeback,none,deadline,sata,491.62
File,ext3,4096,1024,16,noatime,ordered,none,noop,sata,491.67
File,ext3,2048,128,16,noatime,ordered,none,deadline,sata,491.67
File,ext3,2048,256,none,none,ordered,none,cfq,sata,491.67
File,ext3,2048,none,4,noatime,ordered,none,cfq,sata,491.67
File,ext3,2048,2048,8,none,journal,none,deadline,500sas,492.0
File,ext3,2048,2048,none,none,journal,none,cfq,500sas,492.0
File,ext3,4096,128,8,none,none,none,cfq,sata,492.33
File,ext3,2048,1024,16,noatime,writeback,none,noop,sata,492.33
File,ext3,4096,1024,none,none,none,none,deadline,sata,492.33
File,ext3,2048,512,4,noatime,none,none,cfq,sata,492.62
File,ext3,2048,256,2,noatime,journal,none,noop,500sas,492.67
File,ext3,4096,512,16,none,none,none,deadline,sata,492.67
File,ext3,4096,4096,32,noatime,none,none,cfq,sata,492.67
File,ext3,1024,256,none,noatime,journal,none,cfq,500sas,492.67
File,ext3,1024,256,8,none,none,none,noop,sata,492.67
File,ext3,1024,256,none,noatime,ordered,none,noop,sata,493.0
File,ext3,1024,none,8,noatime,journal,none,cfq,500sas,493.25
File,ext3,1024,none,none,noatime,journal,none,noop,500sas,493.5
File,ext3,1024,256,8,none,journal,none,deadline,500sas,493.67
File,ext3,4096,128,16,none,ordered,none,noop,sata,493.67
File,ext3,4096,none,none,noatime,ordered,none,cfq,sata,493.67
File,ext3,2048,512,8,none,none,none,cfq,sata,494.0
File,ext3,2048,2048,none,noatime,journal,none,deadline,500sas,494.0
File,ext3,4096,128,16,none,ordered,none,cfq,sata,494.0
File,ext3,4096,2048,2,none,writeback,none,deadline,sata,494.0
File,ext3,1024,512,none,none,journal,none,noop,500sas,494.0
File,ext3,1024,256,none,none,journal,none,cfq,500sas,494.0
File,ext3,2048,256,2,none,journal,none,noop,500sas,494.33
File,ext3,4096,none,none,noatime,none,none,cfq,sata,494.67
File,ext3,1024,none,4,none,none,none,cfq,500sas,494.75
File,ext2,4096,4096,2,none,none,none,deadline,sata,495.0
File,ext3,1024,256,8,noatime,journal,none,deadline,500sas,495.33
File,ext3,2048,1024,none,noatime,journal,none,deadline,500sas,495.62
File,ext3,1024,1024,8,noatime,ordered,none,noop,500sas,495.67
File,ext3,1024,256,2,none,writeback,none,cfq,sata,495.67
File,ext3,1024,256,none,noatime,journal,none,noop,500sas,496.0
File,ext3,1024,128,8,none,journal,none,cfq,500sas,496.0
File,ext3,2048,2048,16,noatime,journal,none,cfq,500sas,496.0
File,ext3,2048,1024,4,none,writeback,none,deadline,sata,496.67
File,ext3,2048,512,4,none,none,none,deadline,sata,497.0
File,ext3,4096,1024,2,none,writeback,none,deadline,sata,497.0
File,ext3,2048,256,16,noatime,ordered,none,cfq,sata,497.0
File,ext3,4096,2048,none,none,none,none,deadline,sata,497.0
File,ext3,2048,512,8,noatime,ordered,none,cfq,sata,497.0
File,ext3,4096,128,none,noatime,ordered,none,cfq,sata,497.0
File,ext3,4096,none,32,noatime,ordered,none,cfq,sata,497.0
File,ext3,1024,none,4,none,writeback,none,noop,sata,497.6
File,ext3,2048,2048,16,noatime,journal,none,noop,500sas,497.67
File,ext3,2048,512,4,none,ordered,none,noop,sata,498.0
File,ext3,2048,none,none,noatime,ordered,none,deadline,sata,498.0
File,ext3,4096,4096,32,noatime,ordered,none,cfq,sata,498.33
File,ext3,2048,512,none,none,none,none,cfq,sata,498.33
File,ext3,2048,512,16,noatime,ordered,none,noop,sata,498.33
File,ext2,4096,4096,2,noatime,none,none,noop,sata,498.33
File,ext3,4096,128,32,none,ordered,none,cfq,sata,498.33
File,ext3,4096,none,32,none,none,none,cfq,sata,498.67
File,ext3,2048,1024,16,none,journal,none,deadline,500sas,498.88
File,ext3,4096,128,16,noatime,ordered,none,deadline,sata,499.0
File,ext3,4096,256,16,noatime,none,none,deadline,sata,499.0
File,ext4,4096,512,32,noatime,journal,none,cfq,sata,499.33
File,ext3,1024,none,4,none,ordered,none,noop,500sas,499.44
File,ext3,1024,128,none,none,journal,none,noop,500sas,499.5
File,ext3,1024,none,4,noatime,none,none,noop,500sas,499.5
File,ext3,2048,none,none,noatime,ordered,none,cfq,sata,499.67
File,ext3,1024,256,2,none,ordered,none,cfq,500sas,499.67
File,ext3,4096,1024,16,noatime,none,none,cfq,sata,499.67
